INFO | Function: connect_wallet | 02/19/2022 00:00:03: Checking if needs to connect wallet..
INFO | Function: login_metamask | 02/19/2022 01:17:03: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:17:10: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:17:11: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:17:11: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:17:15: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:17:15: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:17:15: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:17:22: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:17:24: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:17:24: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:17:27: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:17:27: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:17:27: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:17:34: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:17:34: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:17:34: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:17:37: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:17:37: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:17:37: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:17:44: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:17:44: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:17:44: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:17:48: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:17:48: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:17:48: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:17:54: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:17:56: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:17:56: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:18:00: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:18:00: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:18:00: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:18:07: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:18:07: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:18:07: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:18:10: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:18:10: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:18:10: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:18:17: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:18:18: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:18:18: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:18:21: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:18:22: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:18:22: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:18:28: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:18:28: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:18:28: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:18:32: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:18:32: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:18:32: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:18:39: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:18:39: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:18:39: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:18:43: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:18:43: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:18:43: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:18:50: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:18:50: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: send_ships_to_fight | 02/19/2022 01:18:50: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/19/2022 01:18:57: Bot (Principal):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/19/2022 01:19:18: Bot (Principal):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/19/2022 01:20:31: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/19/2022 01:20:36: Bot (Principal):  Fight boss game mode clicked..
INFO | Function: skip_error_on_game | 02/19/2022 01:20:39: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/19/2022 01:20:40: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/19/2022 01:20:43: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:20:43: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:20:43: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:20:50: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:20:50: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: send_ships_to_fight | 02/19/2022 01:20:50: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/19/2022 01:20:56: Bot (SPACE2):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/19/2022 01:21:08: Bot (SPACE2):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/19/2022 01:24:51: Bot (SPACE2):  Ships were sending to fight!
INFO | Function: fight_boss | 02/19/2022 01:24:55: Bot (SPACE2):  Fight boss game mode clicked..
INFO | Function: confirm_button | 02/19/2022 01:24:59: Bot (SPACE2):  Confirm buttom clicked..
INFO | Function: skip_error_on_game | 02/19/2022 01:25:03: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/19/2022 01:25:03: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/19/2022 01:25:06: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:25:06: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:25:07: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:25:13: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:25:15: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:25:15: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:25:18: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:25:18: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:25:18: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:25:26: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:25:26: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:25:26: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/19/2022 01:25:26: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/19/2022 01:25:29: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:25:30: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:25:30: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:25:37: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:25:37: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:25:37: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/19/2022 01:25:37: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/19/2022 01:25:40: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:25:40: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:25:41: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:25:48: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:25:48: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: send_ships_to_fight | 02/19/2022 01:25:48: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/19/2022 01:25:54: Bot (SPACE2):  Going to ships menu..
INFO | Function: send_ships_to_fight | 02/19/2022 01:26:41: Bot (SPACE2):  Ships were sending to fight!
INFO | Function: fight_boss | 02/19/2022 01:26:46: Bot (SPACE2):  Fight boss game mode clicked..
INFO | Function: skip_error_on_game | 02/19/2022 01:26:50: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:26:53: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:26:53: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:26:53: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:27:00: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:27:00: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:27:01: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:27:04: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:27:04: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:27:04: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:27:11: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:27:12: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:27:12: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:27:15: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:27:16: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:27:16: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:27:23: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:27:23: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: send_ships_to_fight | 02/19/2022 01:27:23: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/19/2022 01:27:29: Bot (Principal):  Going to ships menu..
INFO | Function: send_ships_to_fight | 02/19/2022 01:28:37: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/19/2022 01:28:42: Bot (Principal):  Fight boss game mode clicked..
INFO | Function: skip_error_on_game | 02/19/2022 01:28:46: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:28:49: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:28:50: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:28:50: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:28:57: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:28:57: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:28:57: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:29:00: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:29:00: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:29:01: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:29:07: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:29:07: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:29:07: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:29:10: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:29:10: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:29:11: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:29:17: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:29:18: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:29:18: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:29:21: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:29:22: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:29:22: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:29:28: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:29:29: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:29:29: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:29:32: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:29:32: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:29:32: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:29:39: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:29:41: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:29:41: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:29:44: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:29:44: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:29:44: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:29:51: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:29:53: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:29:53: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:29:56: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:29:56: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:29:56: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:30:03: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:30:04: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:30:04: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:30:07: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:30:07: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:30:08: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:30:15: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:30:15: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:30:15: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:30:18: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:30:18: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:30:19: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:30:26: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:30:26: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:30:26: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/19/2022 01:30:26: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: send_ships_to_fight | 02/19/2022 01:30:27: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/19/2022 01:30:33: Bot (SPACE2):  Going to ships menu..
WARNING | Function: reload_page | 02/19/2022 01:30:37: Bot (SPACE2):  [Reload] Reloading the page in order to clear any error if exist..
INFO | Function: connect_wallet | 02/19/2022 01:31:11: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:31:11: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:31:11: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:31:18: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:31:18: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:31:18: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/19/2022 01:31:18: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: send_ships_to_fight | 02/19/2022 01:31:18: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/19/2022 01:31:24: Bot (Principal):  Going to ships menu..
INFO | Function: send_ships_to_fight | 02/19/2022 01:32:33: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/19/2022 01:32:38: Bot (Principal):  Fight boss game mode clicked..
WARNING | Function: reload_page | 02/19/2022 01:32:41: Bot (Principal):  [Reload] Reloading the page in order to clear any error if exist..
INFO | Function: connect_wallet | 02/19/2022 01:33:11: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/19/2022 01:33:16: Bot (SPACE2):  Connect wallet button clicked..
INFO | Function: play_game | 02/19/2022 01:33:17: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:33:17: Checking if need to login in Metamask..
INFO | Function: open_metamask | 02/19/2022 01:33:27: Bot (SPACE2):  Metamask icon clicked..
INFO | Function: signin_metamask | 02/19/2022 01:33:35: Bot (SPACE2):  Metamask signed..
INFO | Function: new_map | 02/19/2022 01:33:40: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:33:40: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:33:40: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:33:43: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/19/2022 01:33:48: Bot (Principal):  Connect wallet button clicked..
INFO | Function: play_game | 02/19/2022 01:33:49: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:33:49: Checking if need to login in Metamask..
INFO | Function: open_metamask | 02/19/2022 01:33:59: Bot (Principal):  Metamask icon clicked..
INFO | Function: signin_metamask | 02/19/2022 01:34:07: Bot (Principal):  Metamask signed..
INFO | Function: new_map | 02/19/2022 01:34:11: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:34:12: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:34:12: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:34:15: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:34:16: Checking if needs to play game..
INFO | Function: play_game | 02/19/2022 01:34:21: Bot (SPACE2):  Play game button clicked..
INFO | Function: send_ships_to_fight | 02/19/2022 01:34:29: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/19/2022 01:34:35: Bot (SPACE2):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/19/2022 01:35:34: Bot (SPACE2):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/19/2022 01:36:15: Bot (SPACE2):  Ships were sending to fight!
INFO | Function: fight_boss | 02/19/2022 01:36:21: Bot (SPACE2):  Fight boss game mode clicked..
INFO | Function: confirm_button | 02/19/2022 01:36:24: Bot (SPACE2):  Confirm buttom clicked..
INFO | Function: login_metamask | 02/19/2022 01:36:27: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:36:34: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:36:34: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:36:34: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/19/2022 01:36:34: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/19/2022 01:36:38: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:36:38: Checking if needs to play game..
INFO | Function: play_game | 02/19/2022 01:36:43: Bot (Principal):  Play game button clicked..
INFO | Function: send_ships_to_fight | 02/19/2022 01:36:51: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/19/2022 01:36:57: Bot (Principal):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/19/2022 01:37:57: Bot (Principal):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/19/2022 01:38:59: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/19/2022 01:39:04: Bot (Principal):  Fight boss game mode clicked..
INFO | Function: confirm_button | 02/19/2022 01:39:08: Bot (Principal):  Confirm buttom clicked..
INFO | Function: login_metamask | 02/19/2022 01:39:11: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:39:18: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:39:18: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:39:18: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/19/2022 01:39:18: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/19/2022 01:39:22: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:39:22: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:39:22: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:39:28: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:39:28: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:39:29: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:39:32: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:39:32: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:39:33: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:39:39: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:39:41: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:39:41: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:39:45: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:39:45: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:39:45: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:39:52: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:39:54: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:39:54: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:39:57: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:39:58: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:39:58: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:40:05: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:40:05: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:40:05: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:40:08: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:40:08: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:40:08: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:40:15: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:40:15: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:40:15: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:40:18: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:40:19: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:40:19: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:40:25: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:40:26: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:40:26: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/19/2022 01:40:26: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/19/2022 01:40:29: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:40:29: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:40:29: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:40:36: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:40:36: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:40:36: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/19/2022 01:40:36: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/19/2022 01:40:39: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:40:39: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:40:39: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:40:45: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:40:47: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:40:47: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:40:51: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:40:51: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:40:51: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:40:58: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:40:58: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:40:59: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/19/2022 01:41:02: Checking if needs to connect wallet..
INFO | Function: play_game | 02/19/2022 01:41:02: Checking if needs to play game..
INFO | Function: login_metamask | 02/19/2022 01:41:03: Checking if need to login in Metamask..
INFO | Function: new_map | 02/19/2022 01:41:09: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/19/2022 01:41:10: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/19/2022 01:41:10: Checking if game has any erros or crash..
