INFO | Function: main | 02/17/2022 11:48:19: ------------------- New Execution ----------------
INFO | Function: continue_fighting | 02/17/2022 13:44:00: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 13:44:00: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 13:44:03: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 13:44:03: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 13:44:04: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 13:44:10: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 13:44:12: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 13:44:12: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 13:44:15: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 13:44:15: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 13:44:15: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 13:44:22: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 13:44:22: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: send_ships_to_fight | 02/17/2022 13:44:22: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/17/2022 13:44:28: Bot (SPACE2):  Going to ships menu..
INFO | Function: send_ships_to_fight | 02/17/2022 13:48:41: Bot (SPACE2):  Ships were sending to fight!
INFO | Function: fight_boss | 02/17/2022 13:48:46: Bot (SPACE2):  Fight boss game mode clicked..
INFO | Function: skip_error_on_game | 02/17/2022 13:48:49: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/17/2022 13:48:50: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/17/2022 13:48:53: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 13:48:54: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 13:48:54: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 13:49:01: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 13:49:01: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: send_ships_to_fight | 02/17/2022 13:49:01: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/17/2022 13:49:07: Bot (Principal):  Going to ships menu..
INFO | Function: send_ships_to_fight | 02/17/2022 13:50:03: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/17/2022 13:50:08: Bot (Principal):  Fight boss game mode clicked..
INFO | Function: skip_error_on_game | 02/17/2022 13:50:11: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/17/2022 13:50:11: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: send_ships_to_fight | 02/17/2022 13:50:12: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/17/2022 13:50:18: Bot (Principal):  Going to ships menu..
INFO | Function: send_ships_to_fight | 02/17/2022 13:50:42: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/17/2022 13:50:47: Bot (Principal):  Fight boss game mode clicked..
WARNING | Function: reload_page | 02/17/2022 13:50:51: Bot (Principal):  [Reload] Reloading the page in order to clear any error if exist..
INFO | Function: connect_wallet | 02/17/2022 13:51:24: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 13:51:24: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 13:51:24: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 13:51:31: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 13:51:31: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: send_ships_to_fight | 02/17/2022 13:51:31: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: confirm_button | 02/17/2022 13:51:34: Bot (SPACE2):  Confirm buttom clicked..
INFO | Function: go_to_ships | 02/17/2022 13:51:40: Bot (SPACE2):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/17/2022 13:52:19: Bot (SPACE2):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/17/2022 13:53:05: Bot (SPACE2):  Ships were sending to fight!
INFO | Function: fight_boss | 02/17/2022 13:53:10: Bot (SPACE2):  Fight boss game mode clicked..
INFO | Function: skip_error_on_game | 02/17/2022 13:53:14: Checking if game has any erros or crash..
INFO | Function: send_ships_to_fight | 02/17/2022 13:53:14: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/17/2022 13:53:21: Bot (SPACE2):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/17/2022 13:54:05: Bot (SPACE2):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/17/2022 13:54:54: Bot (SPACE2):  Ships were sending to fight!
INFO | Function: fight_boss | 02/17/2022 13:54:59: Bot (SPACE2):  Fight boss game mode clicked..
WARNING | Function: reload_page | 02/17/2022 13:55:02: Bot (SPACE2):  [Reload] Reloading the page in order to clear any error if exist..
INFO | Function: connect_wallet | 02/17/2022 13:55:33: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/17/2022 13:55:38: Bot (Principal):  Connect wallet button clicked..
INFO | Function: play_game | 02/17/2022 13:55:39: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 13:55:39: Checking if need to login in Metamask..
INFO | Function: open_metamask | 02/17/2022 13:55:49: Bot (Principal):  Metamask icon clicked..
INFO | Function: signin_metamask | 02/17/2022 13:55:57: Bot (Principal):  Metamask signed..
INFO | Function: new_map | 02/17/2022 13:56:01: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 13:56:01: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 13:56:01: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 13:56:05: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/17/2022 13:56:10: Bot (SPACE2):  Connect wallet button clicked..
INFO | Function: play_game | 02/17/2022 13:56:11: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 13:56:11: Checking if need to login in Metamask..
INFO | Function: open_metamask | 02/17/2022 13:56:21: Bot (SPACE2):  Metamask icon clicked..
INFO | Function: signin_metamask | 02/17/2022 13:56:30: Bot (SPACE2):  Metamask signed..
INFO | Function: new_map | 02/17/2022 13:56:34: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 13:56:34: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 13:56:34: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 13:56:38: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 13:56:38: Checking if needs to play game..
INFO | Function: play_game | 02/17/2022 13:56:43: Bot (Principal):  Play game button clicked..
INFO | Function: send_ships_to_fight | 02/17/2022 13:56:52: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/17/2022 13:56:58: Bot (Principal):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/17/2022 13:57:53: Bot (Principal):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/17/2022 13:58:41: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/17/2022 13:58:46: Bot (Principal):  Fight boss game mode clicked..
INFO | Function: confirm_button | 02/17/2022 13:58:49: Bot (Principal):  Confirm buttom clicked..
INFO | Function: login_metamask | 02/17/2022 13:58:52: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 13:58:59: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 13:58:59: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 13:59:00: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 13:59:03: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 13:59:03: Checking if needs to play game..
INFO | Function: play_game | 02/17/2022 13:59:08: Bot (SPACE2):  Play game button clicked..
INFO | Function: send_ships_to_fight | 02/17/2022 13:59:16: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/17/2022 13:59:23: Bot (SPACE2):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/17/2022 14:00:09: Bot (SPACE2):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/17/2022 14:01:01: Bot (SPACE2):  Ships were sending to fight!
INFO | Function: fight_boss | 02/17/2022 14:01:06: Bot (SPACE2):  Fight boss game mode clicked..
INFO | Function: confirm_button | 02/17/2022 14:01:11: Bot (SPACE2):  Confirm buttom clicked..
INFO | Function: login_metamask | 02/17/2022 14:01:14: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:01:21: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:01:21: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:01:21: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/17/2022 14:01:21: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/17/2022 14:01:25: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:01:25: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:01:25: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:01:32: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:01:32: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:01:32: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/17/2022 14:01:32: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/17/2022 14:01:35: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:01:36: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:01:36: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:01:42: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:01:44: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:01:44: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:01:47: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:01:47: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:01:48: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:01:54: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:01:54: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:01:54: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:01:58: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:01:58: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:01:58: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:02:04: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:02:04: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:02:05: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:02:08: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:02:08: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:02:09: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:02:16: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:02:17: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:02:17: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:02:20: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:02:20: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:02:20: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:02:27: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:02:29: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:02:29: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:02:33: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:02:33: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:02:33: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:02:39: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:02:39: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:02:40: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:02:43: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:02:43: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:02:43: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:02:50: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:02:51: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:02:51: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:02:54: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:02:55: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:02:55: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:03:02: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:03:02: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:03:02: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:03:06: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:03:06: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:03:06: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:03:12: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:03:14: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:03:14: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:03:18: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:03:18: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:03:18: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:03:25: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:03:25: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:03:25: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:03:29: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:03:29: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:03:29: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:03:36: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:03:37: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:03:37: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:03:40: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:03:40: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:03:41: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:03:48: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:03:48: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:03:48: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:03:52: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:03:52: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:03:52: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:03:58: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:03:59: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:03:59: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:04:02: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:04:02: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:04:02: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:04:09: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:04:11: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:04:11: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:04:14: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:04:15: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:04:15: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:04:21: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:04:23: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:04:23: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:04:26: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:04:27: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:04:27: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:04:34: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:04:34: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:04:34: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:04:37: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:04:38: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:04:38: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:04:44: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:04:44: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:04:44: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:04:47: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:04:47: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:04:47: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:04:54: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:04:54: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:04:55: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:04:58: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:04:58: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:04:58: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:05:05: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:05:07: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:05:07: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:05:10: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:05:10: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:05:10: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:05:18: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:05:19: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:05:19: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/17/2022 14:05:20: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/17/2022 14:05:23: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:05:23: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:05:23: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:05:31: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:05:31: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:05:31: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/17/2022 14:05:31: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/17/2022 14:05:34: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:05:34: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:05:34: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:05:41: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:05:41: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:05:41: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:05:45: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:05:45: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:05:45: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:05:52: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:05:53: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:05:53: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:05:56: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:05:56: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:05:56: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:06:03: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:06:03: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:06:03: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:06:07: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:06:07: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:06:07: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:06:14: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:06:16: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:06:16: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:06:20: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:06:20: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:06:20: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:06:27: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:06:27: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: send_ships_to_fight | 02/17/2022 14:06:27: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/17/2022 14:06:34: Bot (Principal):  Going to ships menu..
INFO | Function: remove_ships_from_fight | 02/17/2022 14:06:49: Bot (Principal):  Ships were removed from fight!
INFO | Function: send_ships_to_fight | 02/17/2022 14:07:42: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/17/2022 14:07:46: Bot (Principal):  Fight boss game mode clicked..
INFO | Function: skip_error_on_game | 02/17/2022 14:07:50: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:07:54: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:07:54: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:07:54: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:08:01: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:08:02: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:08:02: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:08:05: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:08:05: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:08:05: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:08:13: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:08:13: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:08:13: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:08:16: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:08:16: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:08:16: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:08:22: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:08:24: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:08:24: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:08:27: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:08:27: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:08:27: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:08:34: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:08:34: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:08:34: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:08:37: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:08:37: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:08:37: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:08:44: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:08:45: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:08:45: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:08:48: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:08:48: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:08:49: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:08:55: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/17/2022 14:08:56: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/17/2022 14:08:56: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/17/2022 14:08:59: Checking if needs to connect wallet..
INFO | Function: play_game | 02/17/2022 14:08:59: Checking if needs to play game..
INFO | Function: login_metamask | 02/17/2022 14:08:59: Checking if need to login in Metamask..
INFO | Function: new_map | 02/17/2022 14:09:05: Bot (SPACE2):  Checking if is there any new map..
