INFO | Function: new_map | 02/18/2022 00:00:04: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:19:31: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:19:32: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:19:35: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/18/2022 04:19:40: Bot (SPACE2):  Connect wallet button clicked..
INFO | Function: play_game | 02/18/2022 04:19:41: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:19:41: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:19:48: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:19:48: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:19:48: Checking if game has any erros or crash..
WARNING | Function: skip_error_on_game | 02/18/2022 04:19:50: Bot (SPACE2):  Error on game, check screenshot image to find it..
WARNING | Function: reload_page | 02/18/2022 04:19:50: Bot (SPACE2):  [Reload] Reloading the page in order to clear any error if exist..
INFO | Function: connect_wallet | 02/18/2022 04:20:21: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:20:21: Checking if needs to play game..
INFO | Function: play_game | 02/18/2022 04:20:27: Bot (Principal):  Play game button clicked..
INFO | Function: send_ships_to_fight | 02/18/2022 04:20:36: Bot (Principal):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/18/2022 04:20:42: Bot (Principal):  Going to ships menu..
INFO | Function: send_ships_to_fight | 02/18/2022 04:21:34: Bot (Principal):  Ships were sending to fight!
INFO | Function: fight_boss | 02/18/2022 04:21:39: Bot (Principal):  Fight boss game mode clicked..
INFO | Function: confirm_button | 02/18/2022 04:21:43: Bot (Principal):  Confirm buttom clicked..
INFO | Function: login_metamask | 02/18/2022 04:21:45: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:21:52: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:21:52: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:21:52: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:21:56: Checking if needs to connect wallet..
INFO | Function: connect_wallet | 02/18/2022 04:22:00: Bot (SPACE2):  Connect wallet button clicked..
INFO | Function: play_game | 02/18/2022 04:22:02: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:22:02: Checking if need to login in Metamask..
INFO | Function: open_metamask | 02/18/2022 04:22:12: Bot (SPACE2):  Metamask icon clicked..
INFO | Function: signin_metamask | 02/18/2022 04:22:20: Bot (SPACE2):  Metamask signed..
INFO | Function: new_map | 02/18/2022 04:22:24: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:22:24: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:22:24: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:22:27: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:22:27: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:22:28: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:22:35: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:22:35: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:22:35: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:22:38: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:22:38: Checking if needs to play game..
INFO | Function: play_game | 02/18/2022 04:22:43: Bot (SPACE2):  Play game button clicked..
INFO | Function: send_ships_to_fight | 02/18/2022 04:22:53: Bot (SPACE2):  [Work] Calling send ships to fight function..
INFO | Function: go_to_ships | 02/18/2022 04:22:59: Bot (SPACE2):  Going to ships menu..
INFO | Function: send_ships_to_fight | 02/18/2022 04:23:56: Bot (SPACE2):  Ships were sending to fight!
INFO | Function: fight_boss | 02/18/2022 04:24:01: Bot (SPACE2):  Fight boss game mode clicked..
INFO | Function: confirm_button | 02/18/2022 04:24:05: Bot (SPACE2):  Confirm buttom clicked..
INFO | Function: login_metamask | 02/18/2022 04:24:08: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:24:15: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:24:15: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:24:15: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/18/2022 04:24:15: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/18/2022 04:24:19: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:24:19: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:24:19: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:24:27: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:24:28: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:24:28: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/18/2022 04:24:29: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/18/2022 04:24:31: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:24:32: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:24:32: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:24:39: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:24:40: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:24:40: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:24:44: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:24:44: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:24:44: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:24:51: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:24:51: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:24:51: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:24:54: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:24:54: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:24:54: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:25:02: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:25:02: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:25:02: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:25:05: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:25:06: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:25:06: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:25:13: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:25:14: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:25:15: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:25:18: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:25:18: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:25:19: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:25:26: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:25:27: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:25:27: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:25:30: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:25:31: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:25:31: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:25:38: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:25:38: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:25:38: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:25:41: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:25:41: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:25:41: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:25:48: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:25:48: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:25:48: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:25:51: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:25:52: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:25:52: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:25:58: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:26:00: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:26:00: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:26:04: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:26:04: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:26:04: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:26:12: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:26:14: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:26:14: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:26:17: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:26:17: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:26:17: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:26:24: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:26:24: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:26:24: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:26:28: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:26:28: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:26:28: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:26:35: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:26:35: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:26:35: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:26:38: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:26:39: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:26:39: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:26:46: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:26:47: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:26:48: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:26:51: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:26:51: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:26:51: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:26:58: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:27:00: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:27:00: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:27:04: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:27:04: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:27:04: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:27:10: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:27:10: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:27:11: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:27:14: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:27:14: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:27:14: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:27:22: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:27:22: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:27:22: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:27:26: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:27:26: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:27:26: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:27:34: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:27:34: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:27:34: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:27:37: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:27:37: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:27:37: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:27:44: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:27:46: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:27:46: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:27:50: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:27:50: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:27:50: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:27:57: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:27:57: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:27:57: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/18/2022 04:27:57: Bot (Principal):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/18/2022 04:28:01: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:28:01: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:28:01: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:28:08: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:28:08: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:28:08: Checking if game has any erros or crash..
INFO | Function: refresh_game | 02/18/2022 04:28:09: Bot (SPACE2):  [Refresh] Calling refresh heroes position function..
INFO | Function: connect_wallet | 02/18/2022 04:28:12: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:28:12: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:28:12: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:28:19: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:28:19: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:28:19: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:28:23: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:28:23: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:28:23: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:28:30: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:28:30: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:28:30: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:28:34: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:28:34: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:28:34: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:28:41: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:28:41: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:28:42: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:28:45: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:28:45: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:28:45: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:28:52: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:28:54: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:28:54: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:28:58: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:28:58: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:28:58: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:29:04: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:29:06: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:29:06: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:29:09: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:29:09: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:29:09: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:29:16: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:29:17: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:29:17: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:29:20: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:29:20: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:29:20: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:29:27: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:29:27: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:29:27: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:29:30: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:29:31: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:29:31: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:29:37: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:29:38: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:29:38: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:29:42: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:29:42: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:29:42: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:29:50: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:29:50: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:29:50: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:29:53: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:29:54: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:29:54: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:30:00: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:30:00: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:30:00: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:30:04: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:30:04: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:30:04: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:30:11: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:30:11: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:30:11: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:30:14: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:30:15: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:30:15: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:30:22: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:30:22: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:30:22: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:30:25: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:30:25: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:30:25: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:30:32: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:30:34: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:30:34: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:30:38: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:30:38: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:30:38: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:30:45: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:30:47: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:30:47: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:30:50: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:30:50: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:30:50: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:30:57: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:30:57: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:30:57: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:31:00: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:31:00: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:31:01: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:31:07: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:31:07: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:31:08: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:31:11: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:31:11: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:31:11: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:31:18: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:31:18: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:31:18: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:31:21: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:31:21: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:31:22: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:31:28: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:31:29: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:31:29: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:31:32: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:31:32: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:31:32: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:31:39: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:31:39: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:31:40: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:31:43: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:31:43: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:31:43: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:31:49: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:31:51: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:31:51: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:31:55: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:31:55: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:31:55: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:32:02: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:32:02: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:32:03: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:32:06: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:32:06: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:32:06: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:32:13: Bot (SPACE2):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:32:13: Bot (SPACE2):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:32:13: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:32:17: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:32:17: Checking if needs to play game..
INFO | Function: login_metamask | 02/18/2022 04:32:17: Checking if need to login in Metamask..
INFO | Function: new_map | 02/18/2022 04:32:24: Bot (Principal):  Checking if is there any new map..
INFO | Function: continue_fighting | 02/18/2022 04:32:24: Bot (Principal):  Checking if needs to send ships to fight again..
INFO | Function: skip_error_on_game | 02/18/2022 04:32:24: Checking if game has any erros or crash..
INFO | Function: connect_wallet | 02/18/2022 04:32:28: Checking if needs to connect wallet..
INFO | Function: play_game | 02/18/2022 04:32:28: Checking if needs to play game..
